chrom	feature	4D_pi
OX359250.1	g3719	NaN
OX359250.1	g3720	NaN
OX359250.1	g3721	NaN
OX359250.1	g3722	NaN
OX359250.1	g3723	NaN
OX359250.1	g3724	NaN
OX359250.1	g3725	NaN
OX359250.1	g3726	NaN
OX359250.1	g3727	NaN
OX359250.1	g3728	NaN
OX359250.1	g3729	NaN
OX359250.1	g3730	NaN
OX359250.1	g3731	NaN
OX359250.1	g3732	NaN
OX359250.1	g3733	NaN
OX359250.1	g3734	NaN
OX359250.1	g3735	NaN
OX359250.1	g3736	NaN
OX359250.1	g3737	NaN
OX359250.1	g3738	NaN
OX359250.1	g3739	NaN
OX359250.1	g3740	NaN
OX359250.1	g3741	NaN
OX359250.1	g3742	NaN
OX359250.1	g3743	NaN
OX359250.1	g3744	NaN
OX359250.1	g3745	NaN
OX359250.1	g3746	NaN
OX359250.1	g3747	NaN
OX359250.1	g3748	NaN
OX359250.1	g3749	NaN
OX359250.1	g3750	NaN
OX359250.1	g3751	NaN
OX359250.1	g3752	NaN
OX359250.1	g3753	NaN
OX359250.1	g3754	NaN
OX359250.1	g3755	NaN
OX359250.1	g3756	NaN
OX359250.1	g3757	NaN
OX359250.1	g3758	NaN
OX359250.1	g3759	NaN
OX359250.1	g3760	NaN
OX359250.1	g3761	NaN
OX359250.1	g3762	NaN
OX359250.1	g3763	NaN
OX359250.1	g3764	NaN
OX359250.1	g3765	NaN
OX359250.1	g3766	NaN
OX359250.1	g3767	NaN
OX359250.1	g3768	NaN
OX359250.1	g3769	NaN
OX359250.1	g3770	NaN
OX359250.1	g3771	NaN
OX359250.1	g3772	NaN
OX359250.1	g3773	NaN
OX359250.1	g3774	NaN
OX359250.1	g3775	NaN
OX359250.1	g3776	NaN
OX359250.1	g3777	NaN
OX359250.1	g3778	NaN
OX359250.1	g3779	NaN
OX359250.1	g3780	NaN
OX359250.1	g3781	NaN
OX359250.1	g3782	NaN
OX359250.1	g3783	NaN
OX359250.1	g3784	NaN
OX359250.1	g3785	NaN
OX359250.1	g3786	NaN
OX359250.1	g3787	NaN
OX359250.1	g3788	NaN
OX359250.1	g3789	NaN
OX359250.1	g3790	NaN
OX359250.1	g3791	NaN
OX359250.1	g3792	NaN
OX359250.1	g3793	NaN
OX359250.1	g3794	NaN
OX359250.1	g3795	NaN
OX359250.1	g3796	NaN
OX359250.1	g3797	NaN
OX359250.1	g3798	NaN
OX359250.1	g3799	NaN
OX359250.1	g3800	NaN
OX359250.1	g3801	NaN
OX359250.1	g3802	NaN
OX359250.1	g3803	NaN
OX359250.1	g3804	NaN
OX359250.1	g3805	NaN
OX359250.1	g3806	NaN
OX359250.1	g3807	NaN
OX359250.1	g3808	NaN
OX359250.1	g3809	NaN
OX359250.1	g3810	NaN
OX359250.1	g3811	NaN
OX359250.1	g3812	NaN
OX359250.1	g3813	NaN
OX359250.1	g3814	NaN
OX359250.1	g3815	NaN
OX359250.1	g3816	NaN
OX359250.1	g3817	NaN
OX359250.1	g3818	NaN
OX359250.1	g3819	NaN
OX359250.1	g3820	NaN
OX359250.1	g3821	NaN
OX359250.1	g3822	NaN
OX359250.1	g3823	NaN
OX359250.1	g3824	NaN
OX359250.1	g3825	NaN
OX359250.1	g3826	NaN
OX359250.1	g3827	NaN
OX359250.1	g3828	NaN
OX359250.1	g3829	NaN
OX359250.1	g3830	NaN
OX359250.1	g3831	NaN
OX359250.1	g3832	NaN
OX359250.1	g3833	NaN
OX359250.1	g3834	NaN
OX359250.1	g3835	NaN
OX359250.1	g3836	NaN
OX359250.1	g3837	NaN
OX359250.1	g3838	NaN
OX359250.1	g3839	NaN
OX359250.1	g3840	NaN
OX359250.1	g3841	NaN
OX359250.1	g3842	NaN
OX359250.1	g3843	NaN
OX359250.1	g3844	NaN
OX359250.1	g3845	NaN
OX359250.1	g3846	NaN
OX359250.1	g3847	NaN
OX359250.1	g3848	NaN
OX359250.1	g3849	NaN
OX359250.1	g3850	NaN
OX359250.1	g3851	NaN
OX359250.1	g3852	NaN
OX359250.1	g3853	NaN
OX359250.1	g3854	NaN
OX359250.1	g3855	NaN
OX359250.1	g3856	NaN
OX359250.1	g3857	NaN
OX359250.1	g3858	NaN
OX359250.1	g3859	NaN
OX359250.1	g3860	NaN
OX359250.1	g3861	NaN
OX359250.1	g3862	NaN
OX359250.1	g3863	NaN
OX359250.1	g3864	NaN
OX359250.1	g3865	NaN
OX359250.1	g3866	NaN
OX359250.1	g3867	NaN
OX359250.1	g3868	NaN
OX359250.1	g3869	NaN
OX359250.1	g3870	NaN
OX359250.1	g3871	NaN
OX359250.1	g3872	NaN
OX359250.1	g3873	NaN
OX359250.1	g3874	NaN
OX359250.1	g3875	NaN
OX359250.1	g3876	NaN
OX359250.1	g3877	NaN
OX359250.1	g3878	NaN
OX359250.1	g3879	NaN
OX359250.1	g3880	NaN
OX359250.1	g3881	NaN
OX359250.1	g3882	NaN
OX359250.1	g3883	NaN
OX359250.1	g3884	NaN
OX359250.1	g3885	NaN
OX359250.1	g3886	NaN
OX359250.1	g3887	NaN
OX359250.1	g3888	NaN
OX359250.1	g3889	NaN
OX359250.1	g3890	NaN
OX359250.1	g3891	NaN
OX359250.1	g3892	NaN
OX359250.1	g3893	NaN
OX359250.1	g3894	NaN
OX359250.1	g3895	NaN
OX359250.1	g3896	NaN
OX359250.1	g3897	NaN
OX359250.1	g3898	NaN
OX359250.1	g3899	NaN
OX359250.1	g3900	NaN
OX359250.1	g3901	NaN
OX359250.1	g3902	NaN
OX359250.1	g3903	NaN
OX359250.1	g3904	NaN
OX359250.1	g3905	NaN
OX359250.1	g3906	NaN
OX359250.1	g3907	NaN
OX359250.1	g3908	NaN
OX359250.1	g3909	NaN
OX359250.1	g3910	NaN
OX359250.1	g3911	NaN
OX359250.1	g3912	NaN
OX359250.1	g3913	NaN
OX359250.1	g3914	NaN
OX359250.1	g3915	NaN
OX359250.1	g3916	NaN
OX359250.1	g3917	NaN
OX359250.1	g3918	NaN
OX359250.1	g3919	NaN
OX359250.1	g3920	NaN
OX359250.1	g3921	NaN
OX359250.1	g3922	NaN
OX359250.1	g3923	NaN
OX359250.1	g3924	NaN
OX359250.1	g3925	NaN
OX359250.1	g3926	NaN
OX359250.1	g3927	NaN
OX359250.1	g3928	NaN
OX359250.1	g3929	NaN
OX359250.1	g3930	NaN
OX359250.1	g3931	NaN
OX359250.1	g3932	NaN
OX359250.1	g3933	NaN
OX359250.1	g3934	NaN
OX359250.1	g3935	NaN
OX359250.1	g3936	NaN
OX359250.1	g3937	NaN
OX359250.1	g3938	NaN
OX359250.1	g3939	NaN
OX359250.1	g3940	NaN
OX359250.1	g3941	NaN
OX359250.1	g3942	NaN
OX359250.1	g3943	NaN
OX359250.1	g3944	NaN
OX359250.1	g3945	NaN
OX359250.1	g3946	NaN
OX359250.1	g3947	NaN
OX359250.1	g3948	NaN
OX359250.1	g3949	NaN
OX359250.1	g3950	NaN
OX359250.1	g3951	NaN
OX359250.1	g3952	NaN
OX359250.1	g3953	NaN
OX359250.1	g3954	NaN
OX359250.1	g3955	NaN
OX359250.1	g3956	NaN
OX359250.1	g3957	NaN
OX359250.1	g3958	NaN
OX359250.1	g3959	NaN
OX359250.1	g3960	NaN
OX359250.1	g3961	NaN
OX359250.1	g3962	NaN
OX359250.1	g3963	NaN
OX359250.1	g3964	NaN
OX359250.1	g3965	NaN
OX359250.1	g3966	NaN
OX359250.1	g3967	NaN
OX359250.1	g3968	NaN
OX359250.1	g3969	NaN
OX359250.1	g3970	NaN
OX359250.1	g3971	NaN
OX359250.1	g3972	NaN
OX359250.1	g3973	NaN
OX359250.1	g3974	NaN
OX359250.1	g3975	NaN
OX359250.1	g3976	NaN
OX359250.1	g3977	NaN
OX359250.1	g3978	NaN
OX359250.1	g3979	NaN
OX359250.1	g3980	NaN
OX359250.1	g3981	NaN
OX359250.1	g3982	NaN
OX359250.1	g3983	NaN
OX359250.1	g3984	NaN
OX359250.1	g3985	NaN
OX359250.1	g3986	NaN
OX359250.1	g3987	NaN
OX359250.1	g3988	NaN
OX359250.1	g3989	NaN
OX359250.1	g3990	NaN
OX359250.1	g3991	NaN
OX359250.1	g3992	NaN
OX359250.1	g3993	NaN
OX359250.1	g3994	NaN
OX359250.1	g3995	NaN
OX359250.1	g3996	NaN
OX359250.1	g3997	NaN
OX359250.1	g3998	NaN
OX359250.1	g3999	NaN
OX359250.1	g4000	NaN
OX359250.1	g4001	NaN
OX359250.1	g4002	NaN
OX359250.1	g4003	NaN
OX359250.1	g4004	NaN
OX359250.1	g4005	NaN
OX359250.1	g4006	NaN
OX359250.1	g4007	NaN
OX359250.1	g4008	NaN
OX359250.1	g4009	NaN
OX359250.1	g4010	NaN
OX359250.1	g4011	NaN
OX359250.1	g4012	NaN
OX359250.1	g4013	NaN
OX359250.1	g4014	NaN
OX359250.1	g4015	NaN
OX359250.1	g4016	NaN
OX359250.1	g4017	NaN
OX359250.1	g4018	NaN
OX359250.1	g4019	NaN
OX359250.1	g4020	NaN
OX359250.1	g4021	NaN
OX359250.1	g4022	NaN
OX359250.1	g4023	NaN
OX359250.1	g4024	NaN
OX359250.1	g4025	NaN
OX359250.1	g4026	NaN
OX359250.1	g4027	NaN
OX359250.1	g4028	NaN
OX359250.1	g4029	NaN
OX359250.1	g4030	NaN
OX359250.1	g4031	NaN
OX359250.1	g4032	NaN
OX359250.1	g4033	NaN
OX359250.1	g4034	NaN
OX359250.1	g4035	NaN
OX359250.1	g4036	NaN
OX359250.1	g4037	NaN
OX359250.1	g4038	NaN
OX359250.1	g4039	NaN
OX359250.1	g4040	NaN
OX359250.1	g4041	NaN
OX359250.1	g4042	NaN
OX359250.1	g4043	NaN
OX359250.1	g4044	NaN
OX359250.1	g4045	NaN
OX359250.1	g4046	NaN
OX359250.1	g4047	NaN
OX359250.1	g4048	NaN
OX359250.1	g4049	NaN
OX359250.1	g4050	NaN
OX359250.1	g4051	NaN
OX359250.1	g4052	NaN
OX359250.1	g4053	NaN
OX359250.1	g4054	NaN
OX359250.1	g4055	NaN
OX359250.1	g4056	NaN
OX359250.1	g4057	NaN
OX359250.1	g4058	NaN
OX359250.1	g4059	NaN
OX359250.1	g4060	NaN
OX359250.1	g4061	NaN
OX359250.1	g4062	NaN
OX359250.1	g4063	NaN
OX359250.1	g4064	NaN
OX359250.1	g4065	NaN
OX359250.1	g4066	NaN
OX359250.1	g4067	NaN
OX359250.1	g4068	NaN
OX359250.1	g4069	NaN
OX359250.1	g4070	NaN
OX359250.1	g4071	NaN
OX359250.1	g4072	NaN
OX359250.1	g4073	NaN
OX359250.1	g4074	NaN
OX359250.1	g4075	NaN
OX359250.1	g4076	NaN
OX359250.1	g4077	NaN
OX359250.1	g4078	NaN
OX359250.1	g4079	NaN
OX359250.1	g4080	NaN
OX359250.1	g4081	NaN
OX359250.1	g4082	NaN
OX359250.1	g4083	NaN
OX359250.1	g4084	NaN
OX359250.1	g4085	NaN
OX359250.1	g4086	NaN
OX359250.1	g4087	NaN
OX359250.1	g4088	NaN
OX359250.1	g4089	NaN
OX359250.1	g4090	NaN
OX359250.1	g4091	NaN
OX359250.1	g4092	NaN
OX359250.1	g4093	NaN
OX359250.1	g4094	NaN
OX359250.1	g4095	NaN
OX359250.1	g4096	NaN
OX359250.1	g4097	NaN
OX359250.1	g4098	NaN
OX359250.1	g4099	NaN
OX359250.1	g4100	NaN
OX359250.1	g4101	NaN
OX359250.1	g4102	NaN
OX359250.1	g4103	NaN
OX359250.1	g4104	NaN
OX359250.1	g4105	NaN
OX359250.1	g4106	NaN
OX359250.1	g4107	NaN
OX359250.1	g4108	NaN
OX359250.1	g4109	NaN
OX359250.1	g4110	NaN
OX359250.1	g4111	NaN
OX359250.1	g4112	NaN
OX359250.1	g4113	NaN
OX359250.1	g4114	NaN
OX359250.1	g4115	NaN
OX359250.1	g4116	NaN
OX359250.1	g4117	NaN
OX359250.1	g4118	NaN
OX359250.1	g4119	NaN
OX359250.1	g4120	NaN
OX359250.1	g4121	NaN
OX359250.1	g4122	NaN
OX359250.1	g4123	NaN
OX359250.1	g4124	NaN
OX359250.1	g4125	NaN
OX359250.1	g4126	NaN
OX359250.1	g4127	NaN
OX359250.1	g4128	NaN
OX359250.1	g4129	NaN
OX359250.1	g4130	NaN
OX359250.1	g4131	NaN
OX359250.1	g4132	NaN
OX359250.1	g4133	NaN
OX359250.1	g4134	NaN
OX359250.1	g4135	NaN
OX359250.1	g4136	NaN
OX359250.1	g4137	NaN
OX359250.1	g4138	NaN
OX359250.1	g4139	NaN
OX359250.1	g4140	NaN
OX359250.1	g4141	NaN
OX359250.1	g4142	NaN
OX359250.1	g4143	NaN
OX359250.1	g4144	NaN
OX359250.1	g4145	NaN
OX359250.1	g4146	NaN
OX359250.1	g4147	NaN
OX359250.1	g4148	NaN
OX359250.1	g4149	NaN
OX359250.1	g4150	NaN
OX359250.1	g4151	NaN
OX359250.1	g4152	NaN
OX359250.1	g4153	NaN
OX359250.1	g4154	NaN
OX359250.1	g4155	NaN
OX359250.1	g4156	NaN
OX359250.1	g4157	NaN
OX359250.1	g4158	NaN
OX359250.1	g4159	NaN
OX359250.1	g4160	NaN
OX359250.1	g4161	NaN
OX359250.1	g4162	NaN
OX359250.1	g4163	NaN
OX359250.1	g4164	NaN
OX359250.1	g4165	NaN
OX359250.1	g4166	NaN
OX359250.1	g4167	NaN
OX359250.1	g4168	NaN
OX359250.1	g4169	NaN
OX359250.1	g4170	NaN
OX359250.1	g4171	NaN
OX359250.1	g4172	NaN
OX359250.1	g4173	NaN
OX359250.1	g4174	NaN
OX359250.1	g4175	NaN
OX359250.1	g4176	NaN
OX359250.1	g4177	NaN
OX359250.1	g4178	NaN
OX359250.1	g4179	NaN
OX359250.1	g4180	NaN
OX359250.1	g4181	NaN
OX359250.1	g4182	NaN
OX359250.1	g4183	NaN
OX359250.1	g4184	NaN
OX359250.1	g4185	NaN
OX359250.1	g4186	NaN
OX359250.1	g4187	NaN
OX359250.1	g4188	NaN
OX359250.1	g4189	NaN
OX359250.1	g4190	NaN
OX359250.1	g4191	NaN
OX359250.1	g4192	NaN
OX359250.1	g4193	NaN
OX359250.1	g4194	NaN
OX359250.1	g4195	NaN
OX359250.1	g4196	NaN
OX359250.1	g4197	NaN
OX359250.1	g4198	NaN
OX359250.1	g4199	NaN
OX359250.1	g4200	NaN
OX359250.1	g4201	NaN
OX359250.1	g4202	NaN
OX359250.1	g4203	NaN
OX359250.1	g4204	NaN
OX359250.1	g4205	NaN
OX359250.1	g4206	NaN
OX359250.1	g4207	NaN
OX359250.1	g4208	NaN
OX359250.1	g4209	NaN
OX359250.1	g4210	NaN
OX359250.1	g4211	NaN
OX359250.1	g4212	NaN
OX359250.1	g4213	NaN
OX359250.1	g4214	NaN
OX359250.1	g4215	NaN
OX359250.1	g4216	NaN
OX359250.1	g4217	NaN
OX359250.1	g4218	NaN
OX359250.1	g4219	NaN
OX359250.1	g4220	NaN
OX359250.1	g4221	NaN
OX359250.1	g4222	NaN
OX359250.1	g4223	NaN
OX359250.1	g4224	NaN
OX359250.1	g4225	NaN
OX359250.1	g4226	NaN
OX359250.1	g4227	NaN
OX359250.1	g4228	NaN
OX359250.1	g4229	NaN
OX359250.1	g4230	NaN
OX359250.1	g4231	NaN
OX359250.1	g4232	NaN
OX359250.1	g4233	NaN
OX359250.1	g4234	NaN
OX359250.1	g4235	NaN
OX359250.1	g4236	NaN
OX359250.1	g4237	NaN
OX359250.1	g4238	NaN
OX359250.1	g4239	NaN
OX359250.1	g4240	NaN
OX359250.1	g4241	NaN
OX359250.1	g4242	NaN
OX359250.1	g4243	NaN
OX359250.1	g4244	NaN
OX359250.1	g4245	NaN
OX359250.1	g4246	NaN
OX359250.1	g4247	NaN
OX359250.1	g4248	NaN
OX359250.1	g4249	NaN
OX359250.1	g4250	NaN
OX359250.1	g4251	NaN
OX359250.1	g4252	NaN
OX359250.1	g4253	NaN
OX359250.1	g4254	NaN
OX359250.1	g4255	NaN
OX359250.1	g4256	NaN
OX359250.1	g4257	NaN
OX359250.1	g4258	NaN
OX359250.1	g4259	NaN
OX359250.1	g4260	NaN
OX359250.1	g4261	NaN
OX359250.1	g4262	NaN
OX359250.1	g4263	NaN
OX359250.1	g4264	NaN
OX359250.1	g4265	NaN
OX359250.1	g4266	NaN
OX359250.1	g4267	NaN
OX359250.1	g4268	NaN
OX359250.1	g4269	NaN
OX359250.1	g4270	NaN
OX359250.1	g4271	NaN
OX359250.1	g4272	NaN
OX359250.1	g4273	NaN
OX359250.1	g4274	NaN
OX359250.1	g4275	NaN
OX359250.1	g4276	NaN
OX359250.1	g4277	NaN
OX359250.1	g4278	NaN
OX359250.1	g4279	NaN
OX359250.1	g4280	NaN
OX359250.1	g4281	NaN
OX359250.1	g4282	NaN
OX359250.1	g4283	NaN
OX359250.1	g4284	NaN
OX359250.1	g4285	NaN
OX359250.1	g4286	NaN
OX359250.1	g4287	NaN
OX359250.1	g4288	NaN
OX359250.1	g4289	NaN
OX359250.1	g4290	NaN
OX359250.1	g4291	NaN
OX359250.1	g4292	NaN
OX359250.1	g4293	NaN
OX359250.1	g4294	NaN
OX359250.1	g4295	NaN
OX359250.1	g4296	NaN
OX359250.1	g4297	NaN
OX359250.1	g4298	NaN
OX359250.1	g4299	NaN
OX359250.1	g4300	NaN
OX359250.1	g4301	NaN
OX359250.1	g4302	NaN
OX359250.1	g4303	NaN
OX359250.1	g4304	NaN
OX359250.1	g4305	NaN
OX359250.1	g4306	NaN
OX359250.1	g4307	NaN
OX359250.1	g4308	NaN
OX359250.1	g4309	NaN
OX359250.1	g4310	NaN
OX359250.1	g4311	NaN
OX359250.1	g4312	NaN
OX359250.1	g4313	NaN
OX359250.1	g4314	NaN
OX359250.1	g4315	NaN
OX359250.1	g4316	NaN
OX359250.1	g4317	NaN
OX359250.1	g4318	NaN
OX359250.1	g4319	NaN
OX359250.1	g4320	NaN
OX359250.1	g4321	NaN
OX359250.1	g4322	NaN
OX359250.1	g4323	NaN
OX359250.1	g4324	NaN
OX359250.1	g4325	NaN
OX359250.1	g4326	NaN
OX359250.1	g4327	NaN
OX359250.1	g4328	NaN
OX359250.1	g4329	NaN
OX359250.1	g4330	NaN
OX359250.1	g4331	NaN
OX359250.1	g4332	NaN
OX359250.1	g4333	NaN
OX359250.1	g4334	NaN
OX359250.1	g4335	NaN
OX359250.1	g4336	NaN
OX359250.1	g4337	NaN
OX359250.1	g4338	NaN
OX359250.1	g4339	NaN
OX359250.1	g4340	NaN
OX359250.1	g4341	NaN
OX359250.1	g4342	NaN
OX359250.1	g4343	NaN
OX359250.1	g4344	NaN
OX359250.1	g4345	NaN
OX359250.1	g4346	NaN
OX359250.1	g4347	NaN
OX359250.1	g4348	NaN
OX359250.1	g4349	NaN
OX359250.1	g4350	NaN
OX359250.1	g4351	NaN
OX359250.1	g4352	NaN
OX359250.1	g4353	NaN
OX359250.1	g4354	NaN
OX359250.1	g4355	NaN
OX359250.1	g4356	NaN
OX359250.1	g4357	NaN
OX359250.1	g4358	NaN
OX359250.1	g4359	NaN
OX359250.1	g4360	NaN
OX359250.1	g4361	NaN
OX359250.1	g4362	NaN
OX359250.1	g4363	NaN
OX359250.1	g4364	NaN
OX359250.1	g4365	NaN
OX359250.1	g4366	NaN
OX359250.1	g4367	NaN
OX359250.1	g4368	NaN
OX359250.1	g4369	NaN
OX359250.1	g4370	NaN
OX359250.1	g4371	NaN
OX359250.1	g4372	NaN
OX359250.1	g4373	NaN
OX359250.1	g4374	NaN
OX359250.1	g4375	NaN
OX359250.1	g4376	NaN
OX359250.1	g4377	NaN
OX359250.1	g4378	NaN
OX359250.1	g4379	NaN
OX359250.1	g4380	NaN
OX359250.1	g4381	NaN
OX359250.1	g4382	NaN
OX359250.1	g4383	NaN
OX359250.1	g4384	NaN
OX359250.1	g4385	NaN
OX359250.1	g4386	NaN
OX359250.1	g4387	NaN
OX359250.1	g4388	NaN
OX359250.1	g4389	NaN
OX359250.1	g4390	NaN
OX359250.1	g4391	NaN
OX359250.1	g4392	NaN
OX359250.1	g4393	NaN
OX359250.1	g4394	NaN
OX359250.1	g4395	NaN
OX359250.1	g4396	NaN
OX359250.1	g4397	NaN
OX359250.1	g4398	NaN
OX359250.1	g4399	NaN
OX359250.1	g4400	NaN
OX359250.1	g4401	NaN
OX359250.1	g4402	NaN
OX359250.1	g4403	NaN
OX359250.1	g4404	NaN
OX359250.1	g4405	NaN
OX359250.1	g4406	NaN
OX359250.1	g4407	NaN
OX359250.1	g4408	NaN
OX359250.1	g4409	NaN
OX359250.1	g4410	NaN
OX359250.1	g4411	NaN
OX359250.1	g4412	NaN
OX359250.1	g4413	NaN
OX359250.1	g4414	NaN
OX359250.1	g4415	NaN
OX359250.1	g4416	NaN
OX359250.1	g4417	NaN
OX359250.1	g4418	NaN
OX359250.1	g4419	NaN
OX359250.1	g4420	NaN
OX359250.1	g4421	NaN
OX359250.1	g4422	NaN
OX359250.1	g4423	NaN
OX359250.1	g4424	NaN
OX359250.1	g4425	NaN
OX359250.1	g4426	NaN
OX359250.1	g4427	NaN
OX359250.1	g4428	NaN
OX359250.1	g4429	NaN
OX359250.1	g4430	NaN
OX359250.1	g4431	NaN
OX359250.1	g4432	NaN
OX359250.1	g4433	NaN
OX359250.1	g4434	NaN
OX359250.1	g4435	NaN
OX359250.1	g4436	NaN
OX359250.1	g4437	NaN
OX359250.1	g4438	NaN
OX359250.1	g4439	NaN
OX359250.1	g4440	NaN
OX359250.1	g4441	NaN
OX359250.1	g4442	NaN
OX359250.1	g4443	NaN
OX359250.1	g4444	NaN
OX359250.1	g4445	NaN
OX359250.1	g4446	NaN
OX359250.1	g4447	NaN
OX359250.1	g4448	NaN
OX359250.1	g4449	NaN
OX359250.1	g4450	NaN
OX359250.1	g4451	NaN
OX359250.1	g4452	NaN
OX359250.1	g4453	NaN
OX359250.1	g4454	NaN
OX359250.1	g4455	NaN
OX359250.1	g4456	NaN
OX359250.1	g4457	NaN
OX359250.1	g4458	NaN
OX359250.1	g4459	NaN
OX359250.1	g4460	NaN
OX359250.1	g4461	NaN
OX359250.1	g4462	NaN
OX359250.1	g4463	NaN
OX359250.1	g4464	NaN
OX359250.1	g4465	NaN
OX359250.1	g4466	NaN
OX359250.1	g4467	NaN
OX359250.1	g4468	NaN
OX359250.1	g4469	NaN
OX359250.1	g4470	NaN
OX359250.1	g4471	NaN
OX359250.1	g4472	NaN
OX359250.1	g4473	NaN
OX359250.1	g4474	NaN
OX359250.1	g4475	NaN
OX359250.1	g4476	NaN
OX359250.1	g4477	NaN
OX359250.1	g4478	NaN
OX359250.1	g4479	NaN
OX359250.1	g4480	NaN
OX359250.1	g4481	NaN
OX359250.1	g4482	NaN
OX359250.1	g4483	NaN
OX359250.1	g4484	NaN
OX359250.1	g4485	NaN
OX359250.1	g4486	NaN
OX359250.1	g4487	NaN
OX359250.1	g4488	NaN
OX359250.1	g4489	NaN
OX359250.1	g4490	NaN
OX359250.1	g4491	NaN
OX359250.1	g4492	NaN
OX359250.1	g4493	NaN
OX359250.1	g4494	NaN
OX359250.1	g4495	NaN
OX359250.1	g4496	NaN
OX359250.1	g4497	NaN
OX359250.1	g4498	NaN
OX359250.1	g4499	NaN
OX359250.1	g4500	NaN
OX359250.1	g4501	NaN
OX359250.1	g4502	NaN
OX359250.1	g4503	NaN
OX359250.1	g4504	NaN
OX359250.1	g4505	NaN
OX359250.1	g4506	NaN
OX359250.1	g4507	NaN
OX359250.1	g4508	NaN
OX359250.1	g4509	NaN
OX359250.1	g4510	NaN
OX359250.1	g4511	NaN
OX359250.1	g4512	NaN
OX359250.1	g4513	NaN
OX359250.1	g4514	NaN
OX359250.1	g4515	NaN
OX359250.1	g4516	NaN
OX359250.1	g4517	NaN
OX359250.1	g4518	NaN
OX359250.1	g4519	NaN
OX359250.1	g4520	NaN
OX359250.1	g4521	NaN
OX359250.1	g4522	NaN
OX359250.1	g4523	NaN
OX359250.1	g4524	NaN
OX359250.1	g4525	NaN
OX359250.1	g4526	NaN
OX359250.1	g4527	NaN
OX359250.1	g4528	NaN
OX359250.1	g4529	NaN
OX359250.1	g4530	NaN
OX359250.1	g4531	NaN
OX359250.1	g4532	NaN
OX359250.1	g4533	NaN
OX359250.1	g4534	NaN
OX359250.1	g4535	NaN
OX359250.1	g4536	NaN
OX359250.1	g4537	NaN
OX359250.1	g4538	NaN
OX359250.1	g4539	NaN
OX359250.1	g4540	NaN
OX359250.1	g4541	NaN
OX359250.1	g4542	NaN
OX359250.1	g4543	NaN
OX359250.1	g4544	NaN
OX359250.1	g4545	NaN
OX359250.1	g4546	NaN
OX359250.1	g4547	NaN
OX359250.1	g4548	NaN
OX359250.1	g4549	NaN
OX359250.1	g4550	NaN
OX359250.1	g4551	NaN
OX359250.1	g4552	NaN
OX359250.1	g4553	NaN
OX359250.1	g4554	NaN
OX359250.1	g4555	NaN
OX359250.1	g4556	NaN
OX359250.1	g4557	NaN
OX359250.1	g4558	NaN
OX359250.1	g4559	NaN
OX359250.1	g4560	NaN
OX359250.1	g4561	NaN
OX359250.1	g4562	NaN
OX359250.1	g4563	NaN
OX359250.1	g4564	NaN
OX359250.1	g4565	NaN
OX359250.1	g4566	NaN
OX359250.1	g4567	NaN
OX359250.1	g4568	NaN
OX359250.1	g4569	NaN
OX359250.1	g4570	NaN
OX359250.1	g4571	NaN
OX359250.1	g4572	NaN
OX359250.1	g4573	NaN
OX359250.1	g4574	NaN
OX359250.1	g4575	NaN
OX359250.1	g4576	NaN
OX359250.1	g4577	NaN
OX359250.1	g4578	NaN
OX359250.1	g4579	NaN
OX359250.1	g4580	NaN
OX359250.1	g4581	NaN
OX359250.1	g4582	NaN
OX359250.1	g4583	NaN
OX359250.1	g4584	NaN
OX359250.1	g4585	NaN
OX359250.1	g4586	NaN
OX359250.1	g4587	NaN
OX359250.1	g4588	NaN
OX359250.1	g4589	NaN
OX359250.1	g4590	NaN
OX359250.1	g4591	NaN
OX359250.1	g4592	NaN
OX359250.1	g4593	NaN
OX359250.1	g4594	NaN
OX359250.1	g4595	NaN
OX359250.1	g4596	NaN
OX359250.1	g4597	NaN
OX359250.1	g4598	NaN
OX359250.1	g4599	NaN
OX359250.1	g4600	NaN
OX359250.1	g4601	NaN
OX359250.1	g4602	NaN
OX359250.1	g4603	NaN
OX359250.1	g4604	NaN
OX359250.1	g4605	NaN
OX359250.1	g4606	NaN
OX359250.1	g4607	NaN
OX359250.1	g4608	NaN
OX359250.1	g4609	NaN
OX359250.1	g4610	NaN
OX359250.1	g4611	NaN
OX359250.1	g4612	NaN
OX359250.1	g4613	NaN
OX359250.1	g4614	NaN
OX359250.1	g4615	NaN
OX359250.1	g4616	NaN
OX359250.1	g4617	NaN
OX359250.1	g4618	NaN
OX359250.1	g4619	NaN
OX359250.1	g4620	NaN
OX359250.1	g4621	NaN
OX359250.1	g4622	NaN
OX359250.1	g4623	NaN
OX359250.1	g4624	NaN
OX359250.1	g4625	NaN
OX359250.1	g4626	NaN
OX359250.1	g4627	NaN
OX359250.1	g4628	NaN
OX359250.1	g4629	NaN
OX359250.1	g4630	NaN
OX359250.1	g4631	NaN
OX359250.1	g4632	NaN
OX359250.1	g4633	NaN
OX359250.1	g4634	NaN
OX359250.1	g4635	NaN
OX359250.1	g4636	NaN
OX359250.1	g4637	NaN
OX359250.1	g4638	NaN
OX359250.1	g4639	NaN
OX359250.1	g4640	NaN
OX359250.1	g4641	NaN
OX359250.1	g4642	NaN
OX359250.1	g4643	NaN
OX359250.1	g4644	NaN
OX359250.1	g4645	NaN
OX359250.1	g4646	NaN
OX359250.1	g4647	NaN
OX359250.1	g4648	NaN
OX359250.1	g4649	NaN
OX359250.1	g4650	NaN
