chrom	window_start	window_end	WW5-5	WW2-6	WW5-3	WW5-6	WW5-4	WW1-4	WW2-1	WW5-1	WW3-1	WW1-2	BH3-2	WW2-5
OX359245.1	20600000	20800000	0.004275	0.003725	0.005045	0.003335	0.00481	0.00479	0.003985	0.00309	0.004375	0.0021	0.00205	0.003335
OX359245.1	20800000	21000000	0.00043	0.00047	0.00016	0.002015	0.000265	0.000445	0.001985	0.001895	0.000825	0.00014	0.000575	0.000355
OX359245.1	21000000	21200000	0.00201	0.00021	7e-05	0.00142	0.0008	0.000345	0.00184	0.0016	0.00122	6e-05	0.00039	0.00163
OX359245.1	21200000	21400000	0.00051	0.00065	0.00082	0.00075	0.00081	0.000885	0.00106	0.000965	0.00055	0.00047	0.00058	0.00073
OX359245.1	21400000	21600000	0.00158	0.001545	0.00193	0.0017	0.002025	0.001875	0.001595	0.00217	0.001705	0.001635	0.0018	0.001935
OX359245.1	21600000	21800000	0.000615	0.000175	0.00011	0.000935	0.00027	0.00021	0.00013	0.0009	0.000265	0.00026	0.000105	0.00061
OX359245.1	21800000	22000000	0.00113	0.0001	0.00014	0.001195	0.000145	8.5e-05	0.00037	0.00122	0.000165	0.000125	0.00011	0.000625
OX359245.1	22000000	22200000	0.000485	0.00011	3.5e-05	0.00059	0.00011	9e-05	0.00014	0.00057	0.000125	3.5e-05	9e-05	6.5e-05
OX359245.1	22200000	22400000	0.00011	0.000305	0.000135	0.000225	0.000115	0.000135	0.00016	0.00016	0.000265	9.5e-05	7e-05	0.00026
OX359245.1	22400000	22600000	0.0001	9.5e-05	7e-05	0.000115	6e-05	0.000105	8e-05	0.000115	6e-05	9e-05	7.5e-05	6.5e-05
OX359245.1	22600000	22800000												
OX359245.1	22800000	23000000	0.00017	0.000175	0.000165	0.00016	0.000165	0.00017	0.00012	0.000175	0.00015	0.00016	0.00016	0.000165
OX359245.1	23000000	23200000	0.00053	0.000425	0.000385	0.00043	0.000895	0.000425	0.00039	0.000395	0.00055	0.000495	0.000315	0.000325
OX359245.1	23200000	23400000	0.001345	0.001495	0.00146	0.001435	0.001555	0.001535	0.000795	0.00106	0.00142	0.001575	0.001165	0.00134
OX359245.1	23400000	23600000	0.000105	0.000135	8e-05	0.000205	9e-05	8.5e-05	8e-05	6e-05	0.000155	0.00016	0.00013	7e-05
OX359245.1	23600000	23800000	0.00018	0.0002	4.5e-05	0.00016	0.00019	0.000215	0.000215	0.000205	0.00025	0.00019	0.00022	0.00023
OX359245.1	23800000	24000000	0.00037	0.00047	0.000435	0.00049	0.000425	0.000375	0.0005	0.000335	0.00048	0.000335	0.000545	0.00041
OX359245.1	24000000	24200000	0.000745	0.0005	0.00058	0.000175	0.000335	0.000405	0.000355	0.00029	0.0009	0.001035	0.000265	0.000425
OX359245.1	24200000	24400000	0.00055	0.000455	0.00036	0.000665	0.000345	0.000385	0.000425	0.000445	0.00052	0.000565	0.000425	0.000155
OX359245.1	24400000	24600000	0.001055	0.000505	0.00043	0.00058	0.000525	0.00172	0.00049	0.001	0.000635	0.000455	0.000445	0.001745
OX359245.1	24600000	24800000	0.001425	6.5e-05	0.0002	0.000105	7e-05	0.00146	0.000135	0.001395	9e-05	9e-05	9e-05	0.001455
OX359245.1	24800000	25000000	0.000275	0.0002	0.00023	0.000465	0.00025	0.000695	0.000395	0.000875	0.001165	0.000235	0.000175	0.001385
OX359245.1	25000000	25200000	0.00101	0.000495	0.000145	0.00176	0.00013	0.00097	0.00018	0.00121	0.00043	0.00012	4.5e-05	0.00145
OX359245.1	25200000	25400000	0.000135	0.00288	0.00165	0.001145	0.00077	0.00309	0.000105	0.00082	0.000145	0.000305	0.00036	0.002385
OX359245.1	25400000	25600000	0.000185	0.00136	0.00019	0.00137	0.000795	0.001375	0.00046	4e-05	2.5e-05	1.5e-05	3.5e-05	3.5e-05
OX359245.1	25600000	25800000	0.00024	0.000415	0.000415	0.001795	0.000165	0.000215	0.000675	0.000455	0.002145	6e-05	0.00029	0.00025
OX359245.1	25800000	26000000	0.002935	0.002845	0.00326	0.002585	0.00219	0.004825	0.004005	0.004225	0.003665	0.000335	0.002355	0.00332
OX359245.1	26000000	26200000	0.00278	0.001135	0.00292	0.003995	0.0024	0.0018	0.005005	0.000885	0.002925	4e-05	0.00674	0.00235
OX359245.1	26200000	26400000	0.00198	0.00292	0.00203	0.00327	0.000915	0.00339	0.00346	0.00263	0.001525	8e-05	0.00427	0.00267
OX359245.1	26400000	26600000	0.00222	0.000515	0.000625	0.000355	0.00125	0.000955	0.002935	0.001215	0.00054	0.00011	0.000785	0.000685
OX359245.1	26600000	26800000	0.000795	0.00161	0.00077	0.00132	0.00073	0.00144	0.00314	0.00071	0.003405	0.00066	0.003715	0.001325
OX359245.1	26800000	27000000	0.00307	0.00236	0.00345	0.00335	0.003275	0.00295	0.00307	0.00332	0.002645	0.001985	0.00476	0.00325
OX359245.1	27000000	27200000	0.001135	0.001035	0.00155	0.00114	0.0013	0.001195	0.00105	0.001055	0.00119	0.00098	0.00683	0.00115
OX359245.1	27200000	27400000	0.00166	0.000315	0.000855	0.001335	0.000295	0.00098	0.00017	0.00308	0.000465	0.000315	0.00441	0.00015
OX359245.1	27400000	27600000	0.00465	0.003475	0.002795	0.00237	0.00247	0.00197	0.002105	0.001935	0.00027	0.00146	0.003765	0.00312
OX359245.1	27600000	27800000	0.00477	0.003995	0.003175	0.001175	0.003765	0.00517	0.006325	0.003035	0.001515	0.004075	0.001745	0.002345
OX359245.1	27800000	28000000	0.003215	0.00292	0.00662	0.004905	0.006635	0.00289	0.004065	0.00465	0.00393	0.007385	0.00185	0.004005
OX359245.1	28000000	28200000	0.00035	0.000925	0.001505	0.00206	0.001255	0.00073	0.000995	0.00092	0.001955	0.000525	0.00236	0.0005
OX359245.1	28200000	28400000	0.006735	0.0063	0.007225	0.005425	0.00568	0.004545	0.007715	0.007325	0.0061	0.005015	0.007365	0.00683
OX359245.1	28400000	28600000	0.005115	0.002825	0.004425	0.005575	0.006375	0.00404	0.00282	0.00637	0.003195	0.003675	0.00501	0.005195
OX359245.1	28600000	28800000	0.00975	0.001535	0.00139	0.0092	0.00071	0.00901	0.001165	0.01061	0.00103	0.01027	0.00377	0.002035
OX359245.1	28800000	29000000	0.00712	0.002985	0.000955	0.00203	0.0017	0.001925	0.00435	0.00245	0.003925	0.002015	0.00909	0.004195
OX359245.1	29000000	29200000	0.003705	0.003275	0.00398	0.004255	0.00452	0.005375	0.004155	0.003925	0.00323	0.00372	0.012945	0.002885
OX359245.1	29200000	29400000	0.003465	0.0037	0.00353	0.003635	0.00377	0.0038	0.0033	0.003895	0.000375	0.000665	0.004085	0.002195
OX359245.1	29400000	29600000	0.001795	0.002275	0.002905	0.00187	0.001735	0.002355	0.00174	0.00266	0.001165	0.002185	0.00641	0.001045
OX359245.1	29600000	29800000	0.00092	0.000925	0.0009	0.000865	0.00088	0.00092	0.00096	0.00107	0.00088	0.001025	0.00604	0.00097
OX359245.1	29800000	30000000	0.00121	0.00167	0.001215	0.003375	0.00151	0.00133	0.001615	0.001205	0.00119	0.001225	0.00119	0.001175
OX359245.1	30000000	30200000	0.002655	0.00083	0.00047	0.003995	0.00234	0.00275	0.000425	0.00058	0.000505	0.00053	0.000695	0.000765
OX359245.1	30200000	30400000	0.00169	0.001335	0.001995	0.001465	0.002645	0.003975	0.00374	0.001395	0.002635	0.0038	0.00149	0.001245
OX359245.1	30400000	30600000	0.00311	0.002655	0.00363	0.008195	0.001865	0.0039	0.00834	0.00458	0.006495	0.006725	0.00117	0.00292
OX359245.1	30600000	30800000	0.0064	0.00458	0.00288	0.004605	0.001165	0.00232	0.003885	0.00349	0.00472	0.003065	0.002415	0.001085
OX359245.1	30800000	31000000	0.002345	0.003895	0.004155	0.001925	0.002365	0.00198	0.00339	0.003695	0.00221	0.0021	0.00239	0.002665
OX359245.1	31000000	31200000	0.0017	0.001835	0.00338	0.002185	0.001225	0.00144	0.00153	0.002425	0.002595	0.00126	0.00042	0.002475
OX359245.1	31200000	31400000	0.002645	0.00165	0.001695	0.00135	0.00195	0.00174	0.00167	0.001635	0.00143	0.000635	0.00091	0.001315
OX359245.1	31400000	31600000	0.00145	0.002145	0.001685	0.00249	0.00149	0.00198	0.00164	0.002175	0.001895	0.00137	0.001255	0.001545
OX359245.1	31600000	31800000	0.00011	0.00051	0.00272	0.003275	0.000405	0.000125	0.0002	0.00025	0.00023	0.000125	0.00011	0.000105
OX359245.1	31800000	32000000	0.00121	0.002875	0.00422	0.00683	0.002695	0.00311	0.004895	0.00483	0.001705	0.004605	0.001835	0.00794
OX359245.1	32000000	32200000	0.00068	0.002095	0.00182	0.002795	0.004575	0.007075	0.0021	0.003155	0.003445	0.00196	0.001525	0.0021
OX359245.1	32200000	32400000	0.00363	0.00126	0.002625	0.0029	0.003705	0.00373	0.00315	0.00297	0.003085	0.00064	0.000455	0.002575
OX359245.1	32400000	32600000	0.00813	0.00885	0.000885	0.00868	0.000555	0.005985	0.00765	0.001535	0.008175	0.007215	0.002015	0.000805
OX359245.1	32600000	32800000	0.00096	0.00113	0.00029	0.003965	0.003395	0.000705	0.00372	0.00066	0.000925	0.000405	0.000555	0.000725
OX359245.1	32800000	33000000	0.001455	0.00135	0.00148	0.003855	0.00137	0.001565	0.004035	0.00385	0.00138	0.00131	0.00394	0.00376
OX359245.1	33000000	33200000	0.00168	0.0018	0.001735	0.001645	0.001705	0.00167	0.001665	0.001685	0.00167	0.00169	0.001715	0.002445
OX359245.1	33200000	33400000	0.000565	0.000715	0.00061	0.00075	0.000575	0.000855	0.00093	0.00076	0.001345	0.00052	0.00102	0.000795
OX359245.1	33400000	33600000	0.000325	0.000225	0.000215	0.00021	0.000205	0.00025	0.000245	0.00029	2e-05	0.000275	5e-05	0.000265
OX359245.1	33600000	33800000	0.00079	0.00075	0.00067	0.00078	0.000695	0.0028	0.00068	0.00074	0.001125	0.00215	0.000795	0.000815
OX359245.1	33800000	34000000	0.00088	0.000805	0.00085	0.000825	0.00079	0.00932	0.000915	0.00081	0.00081	0.01057	0.00083	0.000845
OX359245.1	34000000	34200000	0.00011	0.001475	0.001025	0.001465	0.002505	0.001795	0.001615	0.00081	0.00033	0.001615	0.00021	0.001635
OX359245.1	34200000	34400000	0.0026	0.00194	0.00247	0.00279	0.003315	0.00141	0.000315	0.00294	0.003615	0.00035	0.00014	0.00095
OX359245.1	34400000	34600000	0.00516	0.00051	0.004465	0.00052	0.006295	0.00053	0.000525	0.005345	0.00627	0.000565	0.001895	0.00048
OX359245.1	34600000	34800000	0.00073	0.00622	0.000145	0.006185	0.000135	0.005595	0.000205	0.000385	0.00186	0.000225	0.001055	0.00617
OX359245.1	34800000	35000000	0.002595	0.001505	0.00178	0.001655	0.0018	0.001065	0.00089	0.00239	0.001595	0.001065	0.00163	0.00098
OX359245.1	35000000	35200000	0.00184	0.00087	0.00148	0.001925	0.001995	0.001765	0.00145	0.00193	0.000665	0.00308	0.001665	0.003055
OX359245.1	35200000	35400000	0.00193	0.001225	0.00041	0.001125	0.00043	0.00032	0.002035	0.00073	0.00047	0.000895	0.000595	0.00207
OX359245.1	35400000	35600000	0.00227	0.002735	0.002195	0.00136	0.0036	0.00181	0.00076	0.001955	0.000535	0.001885	0.00343	0.004605
OX359245.1	35600000	35800000	0.00441	0.003825	0.00315	0.00239	0.003655	0.00167	0.003515	0.003195	0.00014	0.00197	0.00063	0.00485
OX359245.1	35800000	36000000	0.002845	0.003885	0.00404	0.002365	0.00331	0.004135	0.004135	0.002695	0.000935	0.002415	0.002545	0.004485
OX359245.1	36000000	36200000	0.001425	0.00593	0.003855	0.00407	0.001615	0.00784	0.00689	0.003735	0.00169	0.006365	0.005325	0.003465
OX359245.1	36200000	36400000	0.00501	0.01024	0.00347	0.007	0.005025	0.007585	0.006145	0.009275	0.00178	0.00808	0.00363	0.00984
OX359245.1	36400000	36600000	0.00217	0.00373	0.002405	0.002555	0.0025	0.003245	0.003425	0.004015	0.00026	0.002275	0.000925	0.00229
OX359245.1	36600000	36800000	0.00532	0.008145	0.004625	0.005875	0.003595	0.007135	0.006815	0.00498	0.001165	0.004155	0.002805	0.004885
OX359245.1	36800000	37000000	0.00362	0.00363	0.002265	0.00256	0.002425	0.00209	0.00377	0.002125	0.00194	0.003895	0.00155	0.00192
OX359245.1	37000000	37200000	0.01068	0.010965	0.00307	0.0034	0.00983	0.00266	0.004055	0.003825	0.00102	0.00314	0.005675	0.00191
OX359245.1	37200000	37400000	0.00968	0.00719	0.00672	0.003475	0.00711	0.003645	0.003345	0.008065	0.003405	0.0067	0.004	0.00404
OX359245.1	37400000	37600000	0.00546	0.000845	0.001115	0.001345	0.00094	0.00186	0.000895	0.00091	0.000735	0.005285	0.00092	0.001605
OX359245.1	37600000	37800000	0.01366	0.01199	0.00732	0.0137	0.00975	0.009455	0.005915	0.013115	0.001255	0.007	0.00706	0.009645
OX359245.1	37800000	38000000	0.002755	0.004255	0.003915	0.003415	0.00531	0.00604	0.00586	0.0036	0.00045	0.005985	0.002925	0.005205
OX359245.1	38000000	38200000	0.00072	0.00306	0.00244	0.004095	0.004505	0.005015	0.004495	0.00462	0.00044	0.00516	0.00406	0.00269
OX359245.1	38200000	38400000	0.002035	0.003115	0.00279	0.002815	0.00567	0.001545	0.00437	0.00326	0.00095	0.00407	0.00516	0.005585
OX359245.1	38400000	38600000	0.002345	0.002185	0.00118	0.001445	0.003545	0.00129	0.00287	0.001035	0.000935	0.001125	0.003675	0.00289
OX359245.1	38600000	38800000	0.002095	0.001835	0.0009	0.002725	0.00411	0.00475	0.003435	0.00103	0.001665	0.000955	0.001175	0.001395
OX359245.1	38800000	39000000	0.004515	0.000855	0.00677	0.0063	0.00533	0.005675	0.002015	0.0042	0.000145	0.00643	0.000625	0.003155
OX359245.1	39000000	39200000	0.002345	0.002155	0.00346	0.002385	0.002155	0.002705	0.00203	0.00181	0.00067	0.003565	0.001255	0.002165
OX359245.1	39200000	39400000	0.00224	0.000405	0.000565	0.001245	0.00071	0.0011	0.00016	0.001235	2.5e-05	0.00053	0.00043	0.000615
OX359245.1	39400000	39600000	0.00282	0.001975	0.001645	0.001305	0.002165	0.00216	0.001835	0.00135	0.002235	0.00346	0.00179	0.00136
OX359245.1	39600000	39800000	0.00252	0.002885	0.003275	0.00314	0.00311	0.002165	0.001215	0.003305	0.00171	0.00328	0.00049	0.003505
OX359245.1	39800000	40000000	0.00047	0.00042	0.00355	0.00152	0.000395	0.001705	0.001125	0.003535	0.00046	0.002065	0.003675	0.001505
OX359245.1	40000000	40200000	0.00083	0.00017	0.00563	9.5e-05	0.00375	0.00372	0.000815	0.001195	0.000105	0.00476	0.000975	0.000115
OX359245.1	40200000	40400000	0.000215	0.00025	0.000625	0.000215	0.00062	0.000205	0.000225	0.00105	0.000175	0.000215	0.000415	0.00109
OX359245.1	40400000	40600000	0.00083	0.00173	0.001175	0.00173	0.001755	0.00077	0.000785	0.00121	0.003175	0.001175	0.001225	0.002025
OX359245.1	40600000	40800000	0.001435	0.004155	0.00091	0.004575	0.00183	0.00362	0.00101	0.002405	0.00109	0.001345	0.00154	0.00337
OX359245.1	40800000	41000000	0.002155	0.002025	0.000735	0.006375	0.00136	0.0023	0.00114	0.00656	0.001925	0.00196	0.000875	0.00682
OX359245.1	41000000	41200000	0.007275	0.00696	0.003595	0.006775	0.006195	0.00406	0.003915	0.00319	0.006785	0.002805	0.00426	0.0074
OX359245.1	41200000	41400000	0.00137	0.00214	0.00044	0.001905	0.001615	0.00051	0.000515	0.000535	0.002885	0.00179	0.001505	0.00201
OX359245.1	41400000	41600000	0.002485	0.00246	0.00284	0.002465	0.001135	0.003145	0.002545	0.001255	0.001285	0.00308	0.00066	0.002125
OX359245.1	41600000	41800000	0.00267	0.001385	0.002315	0.00328	0.00262	0.00105	0.00085	0.00362	0.00151	0.002195	0.000795	0.003585
OX359245.1	41800000	42000000	0.004055	0.00264	0.00118	0.004175	0.001005	0.00256	0.00089	0.00424	0.001305	0.00454	0.000625	0.00103
OX359245.1	42000000	42200000	0.0063	0.005225	0.00619	0.00528	0.005045	0.00658	0.00351	0.00686	0.00582	0.004585	0.00085	0.003025
OX359245.1	42200000	42400000	0.00291	0.00314	0.001175	0.002465	0.001855	0.00225	0.00376	0.002205	0.00211	0.00154	0.000685	0.002595
OX359245.1	42400000	42600000	0.00149	0.00152	0.00558	0.001545	0.001525	0.001535	0.001545	0.003685	0.001525	0.001625	0.001425	0.005605
OX359245.1	42600000	42800000	0.00103	0.001195	0.00178	0.00089	0.00108	0.002305	0.001805	0.001525	0.001795	0.00118	0.000725	0.00154
OX359245.1	42800000	43000000	0.003325	0.004575	0.00338	0.00414	0.00438	0.003735	0.00347	0.003495	0.003975	0.00308	0.000375	0.00249
OX359245.1	43000000	43200000	0.006485	0.003845	0.005435	0.007555	0.007455	0.006205	0.003435	0.00649	0.007865	0.00823	0.00267	0.008325
OX359245.1	43200000	43400000	0.00116	0.001565	0.00232	0.00119	0.002305	0.000585	0.00251	0.001395	0.0003	0.00123	0.00017	0.00118
OX359245.1	43400000	43600000	0.00616	0.00426	0.00457	0.002775	0.004715	0.0084	0.005095	0.0062	0.008385	0.006455	0.002185	0.002675
OX359245.1	43600000	43800000	0.00175	0.002105	0.001655	0.001065	0.00157	0.002005	0.001685	0.001765	0.00245	0.00117	0.00095	0.001405
OX359245.1	43800000	44000000	0.00144	0.00133	0.0008	0.00116	0.000975	0.00269	0.001655	0.001035	0.00136	0.00147	0.0005	0.00068
OX359245.1	44000000	44200000	0.00275	0.001345	0.00204	0.00073	0.00159	0.001385	0.00189	0.001805	0.002185	0.000625	0.000315	0.001655
OX359245.1	44200000	44400000	0.00339	0.005605	0.005535	0.00538	0.00473	0.00476	0.006425	0.00356	0.004065	0.004665	0.000555	0.004265
OX359245.1	44400000	44600000	0.00241	0.00108	0.001825	0.00098	0.00132	0.00203	0.002055	0.00322	0.001625	0.000945	0.00085	0.00096
OX359245.1	44600000	44800000	0.000625	0.0009	0.002045	0.002245	0.00126	0.003085	0.005975	0.00201	0.00341	0.001135	0.00186	0.0012
OX359245.1	44800000	45000000	0.00535	0.0025	0.00564	0.005245	0.003645	0.002955	0.00389	0.00214	0.001525	0.00337	0.00088	0.002155
OX359245.1	45000000	45200000	0.002895	0.000265	0.0024	0.002995	0.002835	0.002505	0.0027	0.00392	0.001345	0.00353	0.000445	0.00158
OX359245.1	45200000	45400000	0.002525	0.00066	0.001295	0.002535	0.0021	0.00123	0.00146	0.00308	0.001285	0.002835	0.00086	0.00073
OX359245.1	45400000	45600000	0.005695	0.005695	0.00578	0.003545	0.00472	0.00532	0.00633	0.004645	0.003865	0.00599	0.003515	0.00753
OX359245.1	45600000	45800000	0.00675	0.009345	0.014285	0.0052	0.00737	0.01426	0.013765	0.00429	0.0049	0.00684	0.004825	0.003915
OX359245.1	45800000	46000000	0.0029	0.002205	0.00391	0.00524	0.003895	0.004125	0.00412	0.00226	0.003385	0.002625	0.00475	0.003865
OX359245.1	46000000	46200000	0.00233	0.00293	0.002205	0.003555	0.00235	0.002095	0.00191	0.00251	0.002245	0.00198	0.00278	0.00347
OX359245.1	46200000	46400000	0.00844	0.00185	0.005095	0.00876	0.00151	0.002635	0.003865	0.00584	0.00583	0.0084	0.00281	0.00834
OX359245.1	46400000	46600000	0.00416	0.002825	0.00484	0.00289	0.003045	0.004025	0.00295	0.00385	0.00457	0.00217	0.00857	0.00346
OX359245.1	46600000	46800000	0.002195	0.00227	0.00238	0.002185	0.0021	0.001455	0.001675	0.001195	0.001895	0.002005	0.004865	0.002375
OX359245.1	46800000	47000000	0.00124	0.002195	0.00196	0.00122	0.002665	0.000735	0.00125	0.000725	0.002925	0.001275	0.002185	0.002225
OX359245.1	47000000	47200000	0.000615	0.00168	0.001905	0.00247	0.002	0.00189	0.0034	0.000785	0.0014	0.001225	0.004085	0.001265
OX359245.1	47200000	47400000	0.000655	0.001275	0.000605	0.00252	0.000695	0.00063	0.001635	0.0007	0.000525	0.00075	0.003485	0.00083
OX359245.1	47400000	47600000	0.000325	0.000585	0.00031	0.000315	0.00033	0.000305	0.00063	0.000195	4.5e-05	0.00037	0.0003	0.000195
OX359245.1	47600000	47800000	0.00183	0.00363	0.0013	0.00315	0.001425	0.00116	0.00357	0.00317	0.00072	0.00141	0.00346	0.003385
OX359245.1	47800000	48000000	0.003795	0.00391	0.00351	0.00331	0.003655	0.002715	0.004005	0.003235	0.00138	0.004135	0.00436	0.00412
OX359245.1	48000000	48200000	0.0052	0.00183	0.001775	0.0018	0.001705	0.00179	0.002545	0.0018	0.001385	0.005395	0.00143	0.00169
OX359245.1	48200000	48400000	0.002225	0.000995	0.000755	0.00118	0.001715	0.001285	0.002955	0.0011	0.000445	0.002005	0.00123	0.00128
OX359245.1	48400000	48600000	0.00059	0.00069	0.00079	0.000255	0.000915	0.00067	0.00102	0.00092	0.00039	0.000845	0.000255	0.00038
OX359245.1	48600000	48800000	0.00245	0.00189	0.002285	0.001685	0.002365	0.00197	0.001755	0.00254	0.00265	0.00248	0.002995	0.001475
OX359245.1	48800000	49000000	0.005795	0.006005	0.007295	0.006665	0.002055	0.006335	0.002315	0.00649	0.001735	0.00054	0.00131	0.005785
OX359245.1	49000000	49200000	0.00376	0.001665	0.00196	0.00221	0.001665	0.00367	0.00262	0.001665	0.00123	0.00212	0.0013	0.001345
OX359245.1	49200000	49400000	0.001435	0.001885	0.001565	0.002315	0.00278	0.00213	0.00165	0.002365	0.001115	0.002695	0.00101	0.001805
OX359245.1	49400000	49600000	0.0063	0.008315	0.00407	0.006455	0.005775	0.00459	0.004025	0.007825	0.00699	0.008035	0.007305	0.003885
OX359245.1	49600000	49800000	0.003005	0.00035	0.001545	0.0003	0.00052	0.00036	0.00031	0.00052	0.001325	0.000275	0.00288	0.0021
OX359245.1	49800000	50000000	0.00046	0.00095	0.00089	0.000745	0.00114	0.00087	0.000775	0.001075	0.001095	0.00102	0.001135	0.000935
OX359245.1	50000000	50200000	0.001195	0.000915	0.00121	0.00092	0.00418	0.001025	0.00096	0.003975	0.00437	0.00095	0.00157	0.001665
OX359245.1	50200000	50400000	0.00076	0.000625	0.00171	0.000855	0.0022	0.000475	0.001355	0.002215	0.001355	0.00277	0.00097	0.001705
OX359245.1	50400000	50600000	9e-05	2e-05	0.000915	2e-05	9e-05	0.00164	0.000495	0.00034	0.00057	0.000515	2e-05	0.00022
OX359245.1	50600000	50800000	0.00131	0.002955	0.00126	0.002435	0.0005	0.002495	0.002275	0.001595	0.00151	0.001175	0.002135	0.00067
OX359245.1	50800000	51000000	0.00036	0.0005	0.000575	0.000555	0.00031	0.000245	0.00057	0.000185	0.000515	0.000515	0.000415	0.00027
OX359245.1	51000000	51200000	0.00088	0.001225	0.00189	0.001425	0.001695	0.001185	0.001295	0.00137	0.00141	0.00143	0.00213	0.001785
OX359245.1	51200000	51400000	0.00154	0.00145	0.00132	0.004505	0.002255	0.00123	0.003945	0.001765	0.002225	0.001345	0.002875	0.000715
OX359245.1	51400000	51600000	0.000155	0.00079	0.00388	0.00344	0.00265	0.002455	0.00119	0.00381	0.002685	0.003245	0.000265	0.000285
OX359245.1	51600000	51800000	0.00829	0.005345	0.0081	0.00593	0.00676	0.007035	0.00791	0.007565	0.004475	0.007625	0.006925	0.007245
OX359245.1	51800000	52000000	0.00449	0.00166	0.00495	0.004565	0.004525	0.003255	0.00436	0.003835	0.0011	0.00394	0.001395	0.004485
OX359245.1	52000000	52200000	0.00274	0.004415	0.004025	0.00457	0.004515	0.004155	0.00127	0.00414	0.002345	0.00329	0.00299	0.003435
OX359245.1	52200000	52400000	0.002565	0.002295	0.004425	0.002505	0.0028	0.002915	0.004725	0.001495	0.003175	0.002735	0.00302	0.003185
OX359245.1	52400000	52600000	0.00253	0.002025	0.001855	0.000855	0.00272	0.000405	0.0017	7.5e-05	0.00017	0.0021	0.000145	0.00038
OX359245.1	52600000	52800000	0.00416	4e-05	0.00412	0.00418	0.00423	0.000135	6e-05	0.00091	0.002955	0.00414	0.00019	5e-05
OX359245.1	52800000	53000000	0.00065	0.000595	0.00077	0.00382	0.003625	0.003395	0.00081	0.003105	0.001725	0.003815	0.003325	0.0008
OX359245.1	53000000	53200000	0.001635	0.002005	0.002915	0.00297	0.003305	0.001575	0.003435	0.003875	0.003175	0.004045	0.00406	0.003295
OX359245.1	53200000	53400000	0.00133	0.006245	0.005145	0.004015	0.00897	0.008155	0.00456	0.007065	0.00117	0.002795	0.00734	0.00755
OX359245.1	53400000	53600000	0.00089	0.00218	0.005185	0.000565	0.001155	0.00356	0.003685	0.001065	0.001395	0.00369	0.003685	0.00384
OX359245.1	53600000	53800000	0.002815	0.00228	0.00308	0.000615	0.00229	0.00304	0.00423	0.000585	0.00093	0.00057	0.00414	0.000965
OX359245.1	53800000	54000000	0.00547	0.00433	0.002665	0.00316	0.005175	0.0061	0.005045	0.007225	0.001915	0.001465	0.0009	0.00347
OX359245.1	54000000	54200000	0.00503	0.00183	0.00313	0.00368	0.00186	0.00487	0.00441	0.007075	0.003285	0.001565	0.003085	0.004985
OX359245.1	54200000	54400000	0.00242	0.002455	0.002695	0.002385	0.00442	0.004395	0.001885	0.001475	0.00142	0.004405	0.004255	0.002145
OX359245.1	54400000	54600000	0.00245	0.00049	0.00102	0.002415	0.001375	0.001315	0.002585	0.002405	0.00291	0.003065	0.003595	0.002215
OX359245.1	54600000	54800000	0.00274	0.009575	0.011165	0.010425	0.00687	0.0046	0.008285	0.00339	0.00977	0.011565	0.012475	0.00647
OX359245.1	54800000	55000000	0.001415	0.001725	0.00144	0.00226	0.001375	0.004055	0.002855	0.0019	0.00272	0.001075	0.002615	0.001625
OX359245.1	55000000	55200000	0.003265	0.001035	0.002835	0.00045	0.00054	0.00101	0.003335	0.00335	0.00124	0.000925	0.001705	0.00136
OX359245.1	55200000	55400000	0.002055	0.005365	0.003085	0.00354	0.002075	0.00244	0.00303	0.004455	0.00351	0.0017	0.003985	0.00197
OX359245.1	55400000	55600000	0.00415	0.004175	0.004205	0.00518	0.004645	0.00454	0.000565	0.00421	0.002925	0.00264	0.00278	0.004665
OX359245.1	55600000	55800000	0.00186	0.000435	0.001395	0.000325	0.001925	0.00012	9e-05	0.002895	0.00056	0.000555	0.00049	0.001505
OX359245.1	55800000	56000000	0.001835	0.00216	0.002275	0.001855	0.002015	0.00192	0.00325	0.00233	0.00208	0.001805	0.00215	0.001995
OX359245.1	56000000	56200000	0.00021	0.00017	1.5e-05	0.000135	0.000225	0.001335	0.001955	0.003415	0.00296	0.00024	4.5e-05	0.001225
OX359245.1	56200000	56400000	0.001115	0.001375	0.001215	0.001105	0.001375	0.001255	0.002965	0.00315	0.00291	0.001925	0.001215	0.00139
OX359245.1	56400000	56600000	0.005615	0.005415	0.006535	0.004795	0.00666	0.003435	0.00898	0.007925	0.00545	0.00794	0.004555	0.004985
OX359245.1	56600000	56800000	0.004165	0.0027	0.00233	0.002755	0.002375	0.00383	0.003905	0.001535	0.00381	0.00349	0.00274	0.00377
OX359245.1	56800000	57000000	0.001055	0.00189	0.002265	0.001895	0.000815	0.00037	0.00125	0.002615	0.0022	0.000305	5e-05	0.00059
OX359245.1	57000000	57200000	0.00096	0.000935	0.001785	0.003695	0.001465	0.00366	0.00426	0.00491	0.003835	0.000665	0.0005	0.00397
OX359245.1	57200000	57400000	0.00303	0.003195	0.00507	0.002835	0.004335	0.00176	0.0049	0.003155	0.004595	0.005285	0.00316	0.00391
OX359245.1	57400000	57600000	0.001635	0.00164	0.00358	0.00398	0.001675	0.001815	0.002695	0.00034	0.001025	0.00073	0.000515	0.001565
